,estimator,min_score,mean_score,max_score,std_score,n_estimators
1,AdaBoostClassifier,0.5639786835324432,0.5825427500585617,0.620285781213399,0.02093673775588556,32
0,AdaBoostClassifier,0.5593815881939564,0.5815179198875615,0.6175333801827125,0.020957612080518207,16
